"user id"," handle"," count"
"bears","unknown","1"
"arrow_right","unknown","1"
"face_with_rolling_eyes","unknown","2"
"no_good","unknown","1"
"star_of_david","unknown","2"
"spaghetti","unknown","3"
"purple_heart","unknown","1"
"white_large_square","unknown","2"
"no_bell","unknown","1"
"signal_strength","unknown","2"
"fire_engine","unknown","1"
"hipaa","unknown","1"
"raised_hands::skin-tone-4","unknown","2"
"no_donut","unknown","1"
"aerial_tramway","unknown","1"
"keycap_star","unknown","1"
"flag-at","unknown","1"
"video_game","unknown","6"
"dusty_stick","unknown","3"
"crown","unknown","3"
"loud_sound","unknown","4"
